Sentence,Label
Species M. auratus—golden or Syrian hamster,0
Ornithology,0
"In Norse mythology, Freyja, the goddess of love, beauty, and fertility, is depicted as riding a chariot drawn by cats.",1
"By awarding hamsters which match standard hamster types, hamster shows encourage planned and careful hamster breeding.",0
"According to the Humane Society of the United States, three to four million dogs and cats are euthanized each year.",0
They are more likely to need medical treatment and have the highest death rate.,0
"In the late Cretaceous, about 100 million years ago, the ancestors of all modern birds evolved a more open pelvis, allowing them to lay larger eggs compared to body size.",0
"Coppinger, Raymond; Schneider, Richard (1995).",0
Rabies is a disease for which dogs are the most important vector.,0
They suggest that this may serve to stabilise rabbit antibodies.,0
Some hunt insects by suddenly attacking from a branch.,0
"As a result, birds have more blood in their capillaries per unit of volume of lung than a mammal.",0
"The digestive system of birds is unique, with a crop for storage and a gizzard that contains swallowed stones for grinding food to compensate for the lack of teeth.",0
Ultraviolet light is also used in foraging—kestrels have been shown to search for prey by detecting the UV reflective urine trail marks left on the ground by rodents.,0
"Owls are associated with bad luck, witchcraft, and death in parts of Africa, but are regarded as wise across much of Europe.",0
Habitat and range,0
"Lithuanian: staras ""hamster""); or of Persian origin (cf.",0
Species C. kamensis—Kam dwarf hamster or Tibetan hamster,0
Species M. newtoni—Romanian hamster,0
"Unlike the Enantiornithes, which dominated land-based and arboreal habitats, most early euornithes lacked perching adaptations and likely included shorebird-like species, waders, and swimming and diving species.The latter included the superficially gull-like Ichthyornis and the Hesperornithiformes, which became so well adapted to hunting fish in marine environments that they lost the ability to fly and became primarily aquatic.",0
"The chicks of the Synthliboramphus murrelets, like the ancient murrelet, leave the nest the night after they hatch, following their parents out to sea, where they are raised away from terrestrial predators.",0
"The high level of similarity among the metabolism of mammals allows many of these feline diseases to be diagnosed using genetic tests that were originally developed for use in humans, as well as the use of cats as animal models in the study of the human diseases.",1
ISBN 978-0007268146,0
Communal roosting is common because it lowers the loss of body heat and decreases the risks associated with predators.,0
Flocking and other associations,0
Birds occupy a wide range of ecological positions.,0
The dog was the first species to be domesticated by humans.,0
Food,0
"Although the Syrian hamster or golden hamster (Mesocricetus auratus) was first described scientifically by George Robert Waterhouse in 1839, researchers were not able to successfully breed and domesticate hamsters until 1939.",0
"Another analysis of data on 42,855 Dachshund litters found that as the inbreeding coefficient increased, litter size decreased and the percentage of stillborn puppies increased, thus indicating inbreeding depression.",0
"The best-known species of hamster is the golden or Syrian hamster (Mesocricetus auratus), which is the type most commonly kept as pets.",0
"After the appearance of Maniraptoromorpha, the next 40 million years marked a continuous reduction of body size and the accumulation of neotenic (juvenile-like) characteristics.",0
Nervous system,0
"In humans, they detect the amino acids of glutamic acid and aspartic acid, but in cats they instead detect inosine monophosphate and l-Histidine.",1
"However, house cats' behavior is also influenced by human activity and they may adapt to their owners' sleeping patterns to some extent.Cats conserve energy by sleeping more than most animals, especially as they grow older.",1
"This influence on human society has given them the nickname ""man's best friend"" in the Western world.",0
"Males of species that engage in extra-pair copulations will closely guard their mates to ensure the parentage of the offspring that they raise.Other mating systems, including polygyny, polyandry, polygamy, polygynandry, and promiscuity, also occur.",0
"In the 1950s and 1960s, dogs were kept outside more often than they tend to be today (the expression ""in the doghouse"" – recorded since 1932 – to describe exclusion from the group implies a distance between the doghouse and the home) and were still primarily functional, acting as a guard, children's playmate, or walking companion.",0
Bird hunting is primarily a recreational activity except in extremely undeveloped areas.,0
"Experts estimate that hunter-gatherers domesticated dogs more than 15,000 years ago in Oberkassel, Bonn, which was before the development of agriculture.",0
"The European rabbit, which has been introduced on every continent except Antarctica, is familiar throughout the world as a wild prey animal, a domesticated form of livestock and a pet.",0
Two of the three sampled species within Cricetulus represent the earliest split.,0
Litter – all of the puppies resulting from a single whelping.,0
Bitch – any female member of the species (or subspecies).,0
The skin there is well supplied with blood vessels and helps the bird in incubation.,0
"The steamer ducks (Tachyeres), geese and swans (Anserinae), the solitaire (Pezophaps), sheathbills (Chionis), some guans (Crax) and stone curlews (Burhinus) use a bony knob on the alular metacarpal to punch and hammer opponents.",0
"While asleep, cats experience short periods of rapid eye movement sleep often accompanied by muscle twitches, which suggests they are dreaming.",1
"A cat falling from heights of up to 3 m (9.8 ft) can right itself and land on its paws.During a fall from a high place, a cat reflexively twists its body and rights itself to land on its feet using its acute sense of balance and flexibility.",1
Mortality due to infection increased significantly with increases in inbreeding.,0
"Moulting is annual in most species, although some may have two moults a year, and large birds of prey may moult only once every few years.",0
"Rabbits, also known as bunnies or bunny rabbits, are small mammals in the family Leporidae (which also includes the hares), which is in the order Lagomorpha (which also includes the pikas).",0
The likelihood that a person will become diseased depends on the age and immune status of the person.,1
"In 2020, Asteriornis from the Maastrichtian was described, it appears to be a close relative of Galloanserae, the earliest diverging lineage within Neognathae.Attempts to reconcile molecular and fossil evidence using genomic-scale DNA data and comprehensive fossil information have not resolved the controversy.",0
At least one genome has been sequenced from every order.,0
"In 2011, the average sleep time of a rabbit in captivity was calculated at 8.4 hours per day.",0
"Winter white hamsters tend to have slightly smaller litters, as do Chinese and Roborovski hamsters.",0
"This way they can be distinguished from rodents, with which they are often confused.",0
"Some cat breeds are prone to having extra digits (""polydactyly"").",1
"One hundred bird species, including honeyguides, icterids, and ducks, are obligate parasites, though the most famous are the cuckoos.",0
"Most researchers define Avialae as branch-based clade, though definitions vary.",0
Roles with humans,0
"However, the earliest known indication for the taming of an African wildcat was excavated close by a human Neolithic grave in Shillourokambos, southern Cyprus, dating to about 7500–7200 BC.",1
"The most important birds hunted in North and South America are waterfowl; other widely hunted birds include pheasants, wild turkeys, quail, doves, partridge, grouse, snipe, and woodcock.",0
"The force put out by the hind limbs is contributed by both the structural anatomy of the fusion tibia and fibula, and muscular features.",0
Evolution,0
"The most elaborate displays occur during courtship, where ""dances"" are often formed from complex combinations of many possible component movements; males' breeding success may depend on the quality of such displays.Bird calls and songs, which are produced in the syrinx, are the major means by which birds communicate with sound.",0
"After one week, they begin to explore outside the nest.",0
"In art, literature, and culture",0
"Hamsters can sense movement around at all times, which helps  protect them from harm in the wild.",0
"If it were to make its way into wild populations in areas such as Australia, it could create a population boom, as those diseases are the most serious threats to rabbit survival.",0
"The name ""hamster"" is a loanword from the German, which itself derives from earlier Middle High German hamastra.",0
"Hole and burrow nesting species tend to lay white or pale eggs, while open nesters lay camouflaged eggs.",0
"The relationship between an albatross and a sailor is the central theme of Samuel Taylor Coleridge's The Rime of the Ancient Mariner, which led to the use of the term as a metaphor for a 'burden'.",0
"Thus, a bird's lungs receive a constant supply of fresh air during both inhalation and exhalation.",0
"As a result of their appetites, and the rate at which they breed, feral rabbit depredation can be problematic for agriculture.",0
"Hamsters should never be fed junk food, chocolate, garlic, or any salty/sugary foods.",0
Skeleton,1
They have large air-filled cavities (called pneumatic cavities) which connect with the respiratory system.,0
"Some species, including cattle egret, yellow-headed caracara and galah, have spread naturally far beyond their original ranges as agricultural expansion created alternative habitats although modern practices of intensive agriculture have negatively impacted farmland bird populations.",0
Cats are rarely mentioned in ancient Greek literature.,1
Cats reject novel flavors (a response termed neophobia) and learn quickly to avoid foods that have tasted unpleasant in the past.,1
Species C. alticola—Tibetan dwarf or Ladak hamster,0
"However, these receptors contain molecular changes that make the cat taste of umami different from that of humans.",1
Species P. campbelli—Campbell's dwarf hamster,0
Intelligence,0
"In 1957, the dog Laika became the first animal to be launched into Earth orbit, aboard the Soviets' Sputnik 2; she died during the flight.Various kinds of service dogs and assistance dogs, including guide dogs, hearing dogs, mobility assistance dogs and psychiatric service dogs, assist individuals with disabilities.",0
"The amount of parental care after fledging varies; albatross chicks leave the nest on their own and receive no further help, while other species continue some supplementary feeding after fledging.",0
"Others have been accidental, such as the establishment of wild monk parakeets in several North American cities after their escape from captivity.",0
Dewlaps,0
Some pet cats are poorly socialized.,1
Chicks may also follow their parents during their first migration.,0
"Each cat in a colony holds a distinct territory, with sexually active males having the largest territories, which are about 10 times larger than those of female cats and may overlap with several females' territories.",1
Hamsters catch sounds by having their ears upright.,0
"Khunen writes, ""Hamsters are nocturnal rodents who are active during the night"", but others have written that because hamsters live underground during most of the day, only leaving their burrows for about an hour before sundown and then returning when it gets dark, their behavior is primarily crepuscular.",0
These bones are created through endochondral ossification during development.,0
Social behavior,0
"In an adult male rabbit, the sheath of the penis is cylinder-like and can be extruded as early as two months of age.",0
"It can hear a range of 10.5 octaves, while humans and dogs can hear ranges of about 9 octaves.",1
"Even though purring is popularly interpreted as indicative of pleasure, it has been recorded in a wide variety of circumstances, most of which involve physical contact between the cat and another, presumably trusted individual.",1
It allows them to sense certain aromas in a way that humans cannot.,1
"These include the maned hamster, or crested hamster, which is really the maned rat (Lophiomys imhausi).",0
"Its meaning ranges from ""peace and tranquility"", to purity or the Holy Trinity, to Kabbalistic levels of the soul or to the Jewish diaspora.",0
They have become established as popular small pets.,0
"Birds are used by nations to symbolize a country's identity and heritage, with 91 countries officially recognizing a national bird.",0
These clumps of fur are usually sausage-shaped and about 2–3 cm (0.79–1.18 in) long.,1
"Feral cats can live in forests, grasslands, tundra, coastal areas, agricultural land, scrublands, urban areas, and wetlands.The unwantedness that leads to the domestic cat being treated as an invasive species is twofold.",1
All of which typically only last for around a second.,0
The evolutionary radiation of the Felidae began in Asia during the Miocene around 8.38 to 14.45 million years ago.,1
"Species that are victims of brood parasites have varying egg colours to improve the chances of spotting a parasite's egg, which forces female parasites to match their eggs to those of their hosts.",0
This cat and mouse behavior is due to an instinctive imperative to ensure that the prey is weak enough to be killed without endangering the cat.Another poorly understood element of cat hunting behavior is the presentation of prey to human guardians.,1
Diet and feeding,0
"In 2017, the IUCN Cat Classification Taskforce followed the recommendation of the ICZN in regarding the domestic cat as a distinct species, Felis catus.",1
"In some cultures, however, dogs are also a source of meat.",0
Behaviors,0
"Humans communicate to dogs by using vocalization, hand signals, and body posture.",0
"Falcons and cormorants have long been used for hunting and fishing, respectively.",0
"Aristotle remarked in his History of Animals that ""female cats are naturally lecherous.""",1
"In some instances, wolves have displayed an uncharacteristic fearlessness of humans and buildings when attacking dogs, to the extent that they have to be beaten off or killed.",0
Society and culture,0
Fighting,1
Aves can mean those feathered dinosaurs that fly (alternately Avialae),0
This might not be very visible in all species.,0
"In Jewish folklore, rabbits (shfanim שפנים) are associated with cowardice, a usage still current in contemporary Israeli spoken Hebrew (similar to the English colloquial use of ""chicken"" to denote cowardice).",0
"In ancient Greece, Athena, the goddess of wisdom and patron deity of the city of Athens, had a little owl as her symbol.",0
This may allow the eye opposite the sleeping hemisphere to remain vigilant for predators by viewing the outer margins of the flock.,0
"1: Ostrich to Ducks: ISBN 978-84-87334-10-8, etc.",0
"The numbers of feral cats is not known, but estimates of the United States feral population range from 25 to 60 million.",1
": 16  Unlike human arms, cat forelimbs are attached to the shoulder by free-floating clavicle bones which allow them to pass their body through any space into which they can fit their head.",1
"Females are in estrus about every four days, which is indicated by a reddening of genital areas, a musky smell, and a hissing, squeaking vocalisation she will emit if she believes a male is nearby.When seen from above, a sexually mature female hamster has a trim tail line; a male's tail line bulges on both sides.",0
"After a parasitic bird lays her eggs in another bird's nest, they are often accepted and raised by the host at the expense of the host's own brood.",0
"A complex system of disassortative mating with two morphs is involved in the white-throated sparrow Zonotrichia albicollis, where white- and tan-browed morphs of opposite sex pair, making it appear as if four sexes were involved since any individual is compatible with only a fourth of the population.In nearly all species of birds, an individual's sex is determined at fertilisation.",0
The dog (Canis familiaris or Canis lupus familiaris) is a domesticated descendant of the wolf.,0
The scrotal sacs lay lateral to the penis and contain epididymal fat pads which protect the testes.,0
"The trachea then splits into a left and right bronchus, which meet the lungs at a structure called the hilum.",0
"Further, the presence of a soft and hard palate allow the rabbit to breathe through its nose while it feeds.",0
Inbreeding avoidance,0
Water is needed by many birds although their mode of excretion and lack of sweat glands reduces the physiological demands.,0
"Fogle, Bruce (2009).",0
"If their body temperature exceeds or does not meet this optimal temperature, the rabbit must return to homeostasis.",0
Rabbit meat is comparatively unpopular elsewhere in the Asia-Pacific.,0
"As a general rule, the tail feathers are moulted and replaced starting with the innermost pair.",0
"Russian hamsters (Campbell's and Djungarian) live about two to four years in captivity, and Chinese hamsters 2+1⁄2–3 years.",0
"Children in mid-to-late childhood are the largest percentage bitten by dogs, with a greater risk of injury to the head and neck.",0
"In addition, bites are probably the main route of transmission of feline immunodeficiency virus.",1
Inbreeding depression is considered to be due mainly to the expression of homozygous deleterious recessive mutations.,0
"Within the oral cavity, a layer of tissue sits over the opening of the glottis, which blocks airflow from the oral cavity to the trachea.",0
External links,0
Swifts are believed to be able to sleep in flight and radar observations suggest that they orient themselves to face the wind in their roosting flight.,0
Birds that use the sun compensate for the changing position of the sun during the day by the use of an internal clock.,0
"Because the ova survive and can be fertilized for a week after ovulation, more than one male can sire the same litter.",0
"In the wild, such hunting is accomplished with the aid of trained falcons, ferrets, or dogs, as well as with snares or other traps and rifles.",0
"Another explanation is that they attempt to teach their guardians to hunt or to help their human as if feeding ""an elderly cat, or an inept kitten"".",1
"Two severe medical conditions significantly affecting dogs are pyometra, affecting unspayed females of all breeds and ages, and gastric dilatation volvulus (bloat), which affects larger breeds or deep-chested dogs.",0
Breeds,0
Males are larger than females.,1
"The etymology of this word is unknown, but it may have arisen from a sound used to attract a cat.A male cat is called a tom or tomcat (or a gib, if neutered).",1
Burrowing behavior,0
The shape and structure of cats' cheeks is insufficient to allow them to take in liquids using suction.,1
"Birds have evolved a variety of mating behaviours, with the peacock tail being perhaps the most famous example of sexual selection and the Fisherian runaway.",0
"Many birds rest on one leg, while some may pull up their legs into their feathers, especially in cold weather.",0
"Proponents of eating dog meat have argued that placing a distinction between livestock and dogs is Western hypocrisy and that there is no difference in eating different animals' meat.In Korea, the primary dog breed raised for meat, the Nureongi, differs from those breeds raised for pets that Koreans may keep in their homes.The most popular Korean dog dish is called bosintang, a spicy stew meant to balance the body's heat during the summer months.",0
They are also particularly sensitive to high-pitched noises and can hear and communicate in the ultrasonic range.,0
The cat family (Felidae) can pass down many colors and patterns to their offspring.,1
"The social behavior of the domestic cat ranges from widely dispersed individuals to feral cat colonies that gather around a food source, based on groups of co-operating females.",1
The gods of the myth are shown to be hunting and killing rabbits to show off their power.,0
Cats may also vocalize loudly and bare their teeth in an effort to further intimidate their opponents.,1
Owner activism,0
Lifespan and health,1
Domestication,1
"Birds are tetrachromatic, possessing ultraviolet (UV) sensitive cone cells in the eye as well as green, red and blue ones.",0
The rabbit's pinnae represent a fair part of the body surface area.,0
"However, birds such as hummingbirds can be facultatively ammonotelic, excreting most of the nitrogenous wastes as ammonia.",0
"It is adaptable and now present on all continents except Antarctica, and on 118 of the 131 main groups of islands, even on the isolated Kerguelen Islands.",1
"While they were the dominant group of avialans during the Cretaceous period, enantiornithes became extinct along with many other dinosaur groups at the end of the Mesozoic era.Many species of the second major avialan lineage to diversify, the Euornithes (meaning ""true birds"", because they include the ancestors of modern birds), were semi-aquatic and specialised in eating fish and other small aquatic organisms.",0
"The collective noun for a group of hamsters is ""horde"".",0
"At low light, a cat's pupils expand to cover most of the exposed surface of its eyes.",1
Further reading,0
Morphology,0
"Miklósi, Adám (2007).",0
"Birds of Europe, Princeton University Press, second edition.",0
"Feathers, being critical to the survival of a bird, require maintenance.",0
"Some similar rodents sometimes called ""hamsters"" are not currently classified in the hamster subfamily Cricetinae.",0
"People often enter their dogs in competitions, such as breed-conformation shows or sports, including racing, sledding and agility competitions.",0
"Other English metaphors derive from birds; vulture funds and vulture investors, for instance, take their name from the scavenging vulture.",0
"Over the millennia, dogs became uniquely adapted to human behavior, and the human–canine bond has been a topic of frequent study.",0
External links,0
"A female is called a queen or a molly, if spayed, especially in a cat-breeding context.",1
Workers,0
"This has been argued is why cats find tuna so palatable: as put by researchers into cat taste, ""the specific combination of the high IMP and free l-Histidine contents of tuna"" .. ""produces a strong umami taste synergy that is highly preferred by cats"".",1
"National Audubon Society Field Guide to North American Birds: Eastern Region, National Audubon Society, Knopf.",0
"It found that ""the health of elderly people is related to their health habits and social supports but not to their ownership of, or attachment to, a companion animal.""",0
Rabbits stay just on their toes when moving; this is called digitigrade locomotion.,0
It is most often triggered by temperature changes and usually occurs when the normal territories also become inhospitable due to lack of food.,0
"For example, in New Zealand nine species of moa were important browsers, as are the kererū and kokako today.",0
Perceptions of bird species vary across cultures.,0
Rat,0
The nictitating membrane also covers the eye and acts as a contact lens in many aquatic birds.,0
"They will experience subsequent estrous cycles semiannually, during which the body prepares for pregnancy.",0
About 70–80% of cats are affected by nepetalactone.,1
"Such behaviour typically occurs between dominant males and females paired with subordinate males, but may also be the result of forced copulation in ducks and other anatids.For females, possible benefits of extra-pair copulation include getting better genes for her offspring and insuring against the possibility of infertility in her mate.",0
Classification,0
"In some hunting dogs, the tail is traditionally docked to avoid injuries.",0
"Both pedigreed and non-purebred companion (""moggy"") cats are admissible, although the rules differ depending on the organization.",1
Communication,1
"Dogs in the Ancient World, an article on the history of dogs",0
"It is not considered a direct ancestor of birds, though it is possibly closely related to the true ancestor.",0
"Female hamsters are also particularly sensitive to disturbances while giving birth, and may even eat their own young if they think they are in danger, although sometimes they are just carrying the pups in their cheek pouches.",0
"The jacanas Actophilornis and Irediparra have an expanded, blade-like radius.",0
"As the oldest domesticated species, dogs' minds inevitably have been shaped by millennia of contact with humans.",0
"It means ""to hoard"".",0
They are unfamiliar with and wary of humans and roam freely in urban and rural areas.,1
Species A. eversmanni—Eversmann's or Kazakh hamster,0
New York: Galahad Books.,0
Polydactylous cats occur along North America's northeast coast and in Great Britain.,1
The tail of the rabbit (with the exception of the cottontail species) is dark on top and white below.,0
"Rabbits' lungs are divided into four lobes: the cranial, middle, caudal, and accessory lobes.",0
Flight is the primary means of locomotion for most bird species and is used for searching for food and for escaping from predators.,0
"Species C. cricetus—European hamster, also called common hamster or black-bellied field hamster",0
The domestic cat is a cosmopolitan species and occurs across much of the world.,1
"These two subdivisions have variously been given the rank of superorder, cohort, or infraclass.",0
"Together, these form a group called Paraves.",0
"In Christian folklore, a church grim often takes the form of a black dog to guard Christian churches and their churchyards from sacrilege.",0
"Dwarf hamster species might tolerate siblings or same-gender unrelated hamsters if introduced at an early enough age, but this cannot be guaranteed.",0
"Among the parasites that infect rabbits are tapeworms (such as Taenia serialis), external parasites (including fleas and mites), coccidia species, and Toxoplasma gondii.",0
"In Greek mythology, Cerberus is a three-headed, dragon-tailed watchdog who guards the gates of Hades.",0
The average lifespan of pet cats has risen in recent decades.,1
"Brood parasitism, in which an egg-layer leaves her eggs with another individual's brood, is more common among birds than any other type of organism.",0
Dog fat is also reportedly believed to be beneficial for the lungs in some parts of Poland and Central Asia.,0
"Within the Roman Catholic denomination specifically, the iconography of Saint Dominic includes a dog, after the saint's mother dreamt of a dog springing from her womb and becoming pregnant shortly after that.",0
"In 2007, the modern domesticated subspecies F. silvestris catus sampled worldwide was considered to have likely descended from the Near Eastern wildcat (F. lybica) following results of phylogenetic research.",1
"The Andamanese peoples, who were isolated when rising sea levels covered the land bridge to Myanmar",0
More than 258 reptile species were identified as being predated by cats.,1
"Some bird nests can be a simple scrape, with minimal or no lining; most seabird and wader nests are no more than a scrape on the ground.",0
"Domestic cats are bred and shown at events as registered pedigreed cats, a hobby known as cat fancy.",1
"In religion, birds may serve as either messengers or priests and leaders for a deity, such as in the Cult of Makemake, in which the Tangata manu of Easter Island served as chiefs or as attendants, as in the case of Hugin and Munin, the two common ravens who whispered news into the ears of the Norse god Odin.",0
": xii  Communication behaviors of dogs include eye gaze, facial expression, vocalization, body posture (including movements of bodies and limbs), and gustatory communication (scents, pheromones, and taste).",0
The claws on the forefeet are typically sharper than those on the hindfeet.,1
"Warmth from parents passes to the eggs through brood patches, areas of bare skin on the abdomen or breast of the incubating birds.",0
"Dogs can read and react appropriately to human body language such as gesturing, pointing, and human voice commands.",0
"This belief is found in many parts of the world, with the earliest use being recorded in Europe c. 600 BC.On the Isle of Portland in Dorset, UK, the rabbit is said to be unlucky, and speaking the creature's name can cause upset among older island residents.",0
"Although dogs are the most abundant and widely distributed terrestrial carnivores, feral and free-ranging dogs' potential to compete with other large carnivores is limited by their strong association with humans.",0
Communication,0
Several avian characteristics are compared in the table below.,0
"If captive female hamsters are left for extended periods (three weeks or more) with their litter, they may cannibalize the litter, so the litter must be removed by the time the young can feed and drink independently.",0
This pericardial sac is filled with a serous fluid for lubrication.,0
"Cats also throw themselves to the ground in a defensive posture to rake their opponent's belly with their powerful hind legs.Serious damage is rare, as the fights are usually short in duration, with the loser running away with little more than a few scratches to the face and ears.",1
"Their pathology is similar to humans, as is their response to treatment and their outcomes.",0
Some hummingbirds go into a nightly state of torpor accompanied with a reduction of their metabolic rates.,0
Male blue tits have an ultraviolet reflective crown patch which is displayed in courtship by posturing and raising of their nape feathers.,0
A response to middle wavelengths from a system other than the rod cells might be due to a third type of cone.,1
"Unusual mobile roost sites include large herbivores on the African savanna that are used by oxpeckers.Many sleeping birds bend their heads over their backs and tuck their bills in their back feathers, although others place their beaks among their breast feathers.",0
"Collins Bird Guide: The Most Complete Guide to the Birds of Britain and Europe, Collins, 2nd edition.",0
"It is a secondary sex characteristic in rabbits, caused by the presence of female sex hormones.",0
"Unlike most mammals, it uses a ""pacing"" gait and moves both legs on one side of the body before the legs on the other side.",1
 Quotations related to Cat at Wikiquote,1
"Its hearing sensitivity is enhanced by its large movable outer ears, the pinnae, which amplify sounds and help detect the location of a noise.",1
Similar forms exist in Lithuanian puižė and Irish puisín or puiscín.,1
"They use their fore- and hindlegs, as well as their snouts and teeth, for digging.",0
"The lifespan of wild rabbits is much shorter; the average longevity of an eastern cottontail, for instance, is less than one year.",0
"When the bird exhales, the used air flows out of the lungs and the stored fresh air from the posterior air sac is simultaneously forced into the lungs.",0
Notes,1
Each hind foot has four toes (but no dewclaw).,0
Catpert.,1
"Among feral cats, the most common reason for cat fighting is competition between two males to mate with a female.",1
"Handbook of the Birds of the World (17-volume encyclopaedia), Lynx Edicions, Barcelona, 1992–2010.",0
"Nonetheless, cats can still be injured or killed by a high fall.",1
"Earlier remains dating back to 30,000 years ago have been described as Paleolithic dogs, but their status as dogs or wolves remains debated because considerable morphological diversity existed among wolves during the Late Pleistocene.This timing indicates that the dog was the first species to be domesticated in the time of hunter-gatherers, which predates agriculture.",0
"Since sound travels less well in arid as opposed to cooler air, longer ears may aid the organism in detecting predators sooner rather than later, in warmer temperatures.",0
"Because rabbits cannot vomit, if buildup occurs within the intestines (due often to a diet with insufficient fibre), intestinal blockage can occur.",0
"""The Origin of the Cat"".",1
"Conflicts between an individual fitness and signalling adaptations ensure that sexually selected ornaments such as plumage colouration and courtship behaviour are ""honest"" traits.",0
Genus Tscherskia,0
"Because ovulation is not always triggered by a single mating, females may not be impregnated by the first male with which they mate.",1
Digestion,0
Whelps – puppies still dependent upon their dam.,0
People and their dogs have become increasingly integrated and implicated in each other's lives to the point where pet dogs actively shape how a family and home are experienced.There have been two significant trends occurring within the second half of the 20th century in pet dogs' changing status.,0
"), and the white-tailed rat (Mystromys albicaudatus).",0
"These territories are marked by urine spraying, by rubbing objects at head height with secretions from facial glands, and by defecation.",1
Thermoregulation,0
Remaining genera,0
Heart type and features,0
The dictionary definition of cat at Wiktionary,1
Climate change and birds,0
"This has led to the development of many mixed-species feeding flocks, which are usually composed of small numbers of many species; these flocks provide safety in numbers but increase potential competition for resources.",0
"At the other extreme, many seabirds have extended periods of parental care, the longest being that of the great frigatebird, whose chicks take up to six months to fledge and are fed by the parents for up to an additional 14 months.",0
"Dog breeds vary widely in shape, size, and color.",0
ISBN 978-0-88365-302-9.,0
"In the United States, about 10,000 cases of Toxocara infection are reported in humans each year, and almost 14% of the U.S. population is infected.",0
They are said to watch over the gates of Naraka.,0
Many homeowners erect bird feeders near their homes to attract various species.,0
The dog had died of canine distemper.,0
A 19th-century version of bosintang explains that the dish is prepared by boiling dog meat with scallions and chili powder.,0
"Note that the Vietnamese zodiac includes a zodiacal cat in place of the rabbit, possibly because rabbits did not inhabit Vietnam.",0
Dogs may also do it to communicate anxiety or frustration.,0
Wozencraft included hallstromi (the New Guinea singing dog) as another name (junior synonym) for the dingo.,0
The absence of nests is especially prevalent in open habitat ground-nesting species where any addition of nest material would make the nest more conspicuous.,0
"Competing cats are compared to the applicable breed standard, and assessed for temperament.",1
Another common reason for fighting in domestic cats is the difficulty of establishing territories within a small home.,1
"In their normal, relaxed position, the claws are sheathed with the skin and fur around the paw's toe pads.",1
"Most bird scales do not overlap significantly, except in the cases of kingfishers and woodpeckers.",0
Biodiversity loss,0
"The middle ear, separated by the outer eardrum in the back of the rabbit's skull, contains three bones: the hammer, anvil, and stirrup, collectively called ossicles, which act to decrease sound before it hits the inner ear; in general, the ossicles act as a barrier to the inner ear for sound energy.",0
Feathers are a feature characteristic of birds (though also present in some dinosaurs not currently considered to be true birds).,0
Birds are feathered theropod dinosaurs and constitute the only known living dinosaurs.,0
"More proximally is a protrusion which appears to be a sixth ""finger"".",1
"Individual Pacific islands whose maritime settlers did not bring dogs, or where dogs died out after original settlement, notably the Mariana Islands, Palau and most of the Caroline Islands with exceptions such as Fais Island and Nukuoro, the Marshall Islands, the Gilbert Islands, New Caledonia, Vanuatu, Tonga, Marquesas, Mangaia in the Cook Islands, Rapa Iti in French Polynesia, Easter Island, the Chatham Islands and Pitcairn Island (settled by the Bounty mutineers, who killed off their dogs to escape discovery by passing ships).Dogs were introduced to Antarctica as sled dogs, but were later outlawed by international agreement due to the possible risk of spreading infections.",0
"Aves can mean the last common ancestor of all the currently living birds and all of its descendants (a ""crown group"", in this sense synonymous with Neornithes)Under the fourth definition Archaeopteryx, traditionally considered one of the earliest members of Aves, is removed from this group, becoming a non-avian dinosaur instead.",0
"Incubation can be an energetically demanding process; adult albatrosses, for instance, lose as much as 83 grams (2.9 oz) of body weight per day of incubation.",0
"As the breed standard only deals with the dog's externally observable qualities (such as appearance, movement and temperament), separately tested qualities (such as ability or health) are not part of the judging in conformation shows.",0
"On one hand, as it is little altered from the wildcat, it can readily interbreed with the wildcat.",1
Captive Leopardus cats may also display affectionate behavior toward humans but were not domesticated.,1
Etymology,0
"Furthermore, cats are superfecund; that is, a female may mate with more than one male when she is in heat, with the result that different kittens in a litter may have different fathers.The morula forms 124 hours after conception.",1
"The predatory nature of raptors make them popular choices for fighter aircraft such as the F-16 Fighting Falcon and the Harrier Jump Jet, while the names of seabirds may be chosen for aircraft primarily used by naval forces such as the HU-16 Albatross and the V-22 Osprey.",0
Citations,0
Hamsters as lab animals,0
"Dog communication is how dogs convey information to other dogs, understand messages from humans and translate the information that dogs are transmitting.",0
"Between 10 and 14 weeks, the testes descend and are able to retract into the pelvic cavity to thermoregulate.",0
20 August 1881. pp.,1
"The Greek historian Herodotus reported that killing a cat was forbidden, and when a household cat died, the entire family mourned and shaved their eyebrows.",1
"In the United States, about 80% of household cats are neutered.",1
"Depending on the species, these may include wing or tail drumming, dancing, aerial flights, or communal lekking.",0
"Descendants of the European rabbit are commonly bred as livestock and kept as pets, whereas no hares have been domesticated – the breed called the Belgian hare is actually a domestic rabbit which has been selectively bred to resemble a hare.",0
"For example, in black tailed jack rabbits, their long ears cover a greater surface area relative to their body size that allow them to detect predators from far away.",0
About 20% of dogs live as pets in developed countries.,0
Production industries have developed domesticated rabbit breeds (such as the well-known Angora rabbit) to efficiently fill these needs.,0
"It can detect an extremely broad range of frequencies ranging from 55 Hz to 79 kHz, whereas humans can only detect frequencies between 20 Hz and 20 kHz.",1
"In most species, chicks leave the nest just before, or soon after, they are able to fly.",0
Taxonomy,1
"As such, the Dominican Order (Ecclesiastical Latin: Domini canis) means ""dog of the Lord"" or ""hound of the Lord"" (Ecclesiastical Latin: Domini canis).",0
"Birds were later used as symbols of power, as in the magnificent Peacock Throne of the Mughal and Persian emperors.",0
Hamster racing,0
Anatomy and physiology,0
